"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Court","Civil/Criminal","Prosecution Agreement","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Major Industry of Parent","Specific Industry of Parent","Info Source","Info Source Archive URL","PACER Link","Captured Document","EPA/OSHA More Info Link","Notes"
"INOVA HEALTH SYSTEM","Inova Health System","$86,000","$0","$86,000","2005","20050214","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","308663202","","","Virginia","MANASSAS","7969 WELLINGFORD DRIVE","20109","812320","812320: Drycleaning and Laundry Services (except Coin-Operated)","USA","Virginia","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=308663202",""
"New England Baptist Hospital","CareGroup Healthcare System","$374,814","$0","$374,814","2013","20130702","False Claims Act","","Fifty-five hospitals in 21 states agreed to pay the United States a total of more than $34 million to settle allegations that they submitted false claims to Medicare for kyphoplasty, a minimally-invasive procedure used to treat certain spinal fractures that often are due to osteoporosis. ","federal","agency action","Justice Department Civil Division","","civil","","","","","Massachusetts","Boston","","","","","USA","Massachusetts","privately held","healthcare services","hospitals","https://www.justice.gov/opa/pr/fifty-five-hospitals-pay-us-more-34-million-resolve-false-claims-act-allegations-related","screenshot_193836.png","","","",""
"QUEST DIAGNOSTICS INCORPORATED","Quest Diagnostics","$5,000","$0","$5,000","2006","20060206","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","308619196","","","New Jersey","TETERBORO","1 MALCOLM AVENUE","07608","621511","621511: Medical Laboratories","USA","New Jersey","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=308619196",""
"LABORATORY CORPORATION OF AMERICA HOLDINGS","Laboratory Corp. of America","$17,500","$0","$17,500","2005","20050512","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","308615665","","","New Jersey","RIDGEWOOD","DR. KIRSCHENBAUM-104 CHESTNUT STREET","07450","621511","621511: Medical Laboratories","USA","North Carolina","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=308615665",""
"The New York and Presbyterian Hospital","NewYork-Presbyterian","$4,100,000","$0","$4,100,000","2015","20151030","False Claims Act","","The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.","federal","agency action","Justice Department Civil Division","","civil","","","","","New York","New York","","","","","USA","New York","non-profit","healthcare services","hospitals","https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations","screenshot_193631.png","","","",""
"NHC Healthcare/Clinton, LLC","National Healthcare Corp.","$50,000","$0","$50,000","2016","20160125","employment discrimination","Americans with Disabilities Act","pregnancy and disability","federal","agency action","Equal Employment Opportunity Commission","","civil","","","","","South Carolina","Clinton","","","","","USA","Tennessee","publicly traded","healthcare services","skilled nursing facilities","https://www.eeoc.gov/eeoc/newsroom/release/1-25-16b.cfm","screenshot_212154.png","","","","Description field shows type of discrimination that EEOC had alleged."
"LIFE CARE CENTERS OF AMERICA, INC.","Life Care Centers of America","$7,875","$0","$7,875","2005","20050208","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","308396555","","","Kentucky","BARDSTOWN","120 FEDERAL HILL MANOR","40004","623110","623110: Nursing Care Facilities","USA","Tennessee","privately held","healthcare services","skilled nursing facilities","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=308396555",""
"North Fulton Hospital","WellStar Health System","$40,000","$0","$40,000","2010","20101223","HHS civil monetary penalties","","North Fulton Hospital agreed to pay $40,000 to resolve its liability for Civil Monetary Penalties under the patient dumping statute.","federal","agency action","Health & Human Services Department Office of Inspector General","","civil","","","","","Georgia","","","","","","USA","Georgia","non-profit","healthcare services","hospitals","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","screenshot_194053.png","","","",""
"North Shore Syosset Hospital","Northwell Health","$192,735","$0","$192,735","2012","20120207","False Claims Act","","Fourteen hospitals located in New York, Mississippi, North Carolina, Washington, Indiana, Missouri and Florida agreed to pay the United States a total of more than $12 million to settle allegations that the health care facilities submitted false claims to Medicare relating to lyphplasty services.","federal","agency action","Justice Department Civil Division","","civil","","","","","New York","Syosset","","","","","USA","New York","non-profit","healthcare services","hospitals","https://www.justice.gov/opa/pr/fourteen-hospitals-pay-us-more-12-million-resolve-false-claims-act-allegations-related","screenshot_193928.png","","","",""
"HARTFORD HOSPITAL","Hartford HealthCare","$5,738","$0","$5,738","2005","20050224","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","308270370","","","Connecticut","HARTFORD","65 RETREAT AVENUE","06102","622110","622110: General Medical and Surgical Hospitals","USA","Connecticut","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=308270370",""
"Bio-Rad Laboratories","Bio-Rad Laboratories","$29,000","$0","$29,000","2006","20061211","environmental violation","","","federal","agency action","Environmental Protection Agency","","civil","","09-2007-0023","","","","","","","","","USA","California","publicly traded","healthcare services","healthcare services","Extracted from a download of the EPA's Enforcement and Compliance History Online (ECHO) ICIS FE&C download file updated by EPA on 1/13/2018, available at http://echo.epa.gov/tools/data-downloads#downloads","","","","https://echo.epa.gov/enforcement-case-report?id=09-2007-0023",""
"GRIFOLS BIOLOGICALS INCORPORATED","Grifols","$156,546","$0","$156,546","2004","20040818","environmental violation","","","federal","agency action","Environmental Protection Agency","","civil","","09-2004-0329","","","California","LOS ANGELES","5555 VALLEY BOULEVARD","90032","325414","325414: Biological Product (except Diagnostic) Manufacturing","Spain","","publicly traded","healthcare services","diagnostic products","Extracted from a download of the EPA's Enforcement and Compliance History Online (ECHO) ICIS FE&C download file updated by EPA on 1/13/2018, available at http://echo.epa.gov/tools/data-downloads#downloads","","","","https://echo.epa.gov/enforcement-case-report?id=09-2004-0329",""
"Northwell Health Inc., f/k/a North Shore-Long Island Jewish Health System","Northwell Health","$2,500,000","$0","$2,500,000","2016","20160217","False Claims Act","","The Department of Justice announced that it  reached settlements with 51 hospitals in 15 states for more than $23 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","New York","non-profit","healthcare services","hospitals","https://www.justice.gov/opa/pr/fifty-one-hospitals-pay-united-states-more-23-million-resolve-false-claims-act-allegations","screenshot_193606.png","","","",""
"Norton Healthcare","Norton Healthcare","$133,300","$0","$133,300","2010","20100604","False Claims Act","kickbacks and bribery","St. Jude Medical Inc., a heart device manufacturer; Parma Community General Hospital; and Norton Healthcare have paid the United States $3,898,300 to resolve false claim allegations that St. Jude paid illegal kickbacks to two hospitals to secure heart-device business. The kickbacks included alleged rebates that were ""retroactive"" and paid based on a hospital's previous purchases of St. Jude heart-device equipment and rebates that St. Jude paid for purchases of heart-device equipment sold by its competitors to induce purchases of similar equipment from St. Jude in the future.","federal","agency action","Justice Department Civil Division","","civil","","","","","Kentucky","Louisville","","","","","USA","Kentucky","non-profit","healthcare services","hospitals","https://www.justice.gov/opa/pr/heart-device-manufacturer-minnesota-and-hospitals-ohio-kentucky-pay-nearly-4-million-resolve","screenshot_194018.png","","","",""
