Company,Parent Company,Penalty Amount,Subtraction From Penalty,Penalty Amount Adjusted For Eliminating Multiple Counting,Penalty Year,Penalty Date,Primary Offense,Secondary Offense,Description,Level of Government,Action Type,Agency,Court,Civil/Criminal,Prosecution Agreement,Case ID,Private Litigation Case Title,Lawsuit Resolution,Facility State,City,Address,Zip,NAICS Code,NAICS Translation,HQ Country of Parent,HQ State of Parent,Ownership Structure,Major Industry of Parent,Specific Industry of Parent,Info Source,Info Source Archive URL,PACER Link,Captured Document,EPA/OSHA More Info Link,Notes,Penalty_Year_Date_Time
st. francis hospital - downtown,bon secours health system,100000,0,100000,2015,2015-12-11,HHS civil monetary penalties,,"St. Francis Hospital - Downtown entered into a $100,000 settlement agreement to resolve allegations that it violated the Emergency Medical Treatment and Labor Act when it failed to fully evaluate and treat two gunshot victims.",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,South Carolina,Greenville,,,,,USA,Maryland,non-profit,healthcare services,hospitals,https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp,screenshot_194053.png,,,,,2015-01-01
st. john health,ascension health,35000,0,35000,2008,2008-11-14,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,07-CA-51038-001,,,Michigan,Warren,,48092,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2008-01-01
st. john health system,ascension health,13229348,0,13229348,2009,2009-12-22,False Claims Act,,"St. John Health System, headquartered in Tulsa, Okla., agreed to pay the United States $13,229,348.88 to settle allegations that it violated the False Claims Act.",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Missouri,non-profit,healthcare services,healthcare services,https://www.justice.gov/opa/pr/oklahoma-hospital-group-pays-us-13-million-settle-false-claims-act-allegations,,,,,,2009-01-01
st. john health system,ascension health,7680,0,7680,2006,2006-12-13,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,07-CA-49873-001,,,Michigan,Warren,,48092,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2006-01-01
"st. john health system, inc",ascension health,100000,0,100000,2009,2009-11-18,employment discrimination,,disability,federal,agency action,Equal Employment Opportunity Commission,,civil,,,,,Oklahoma,,,,,,USA,Missouri,non-profit,healthcare services,healthcare services,https://www.eeoc.gov/eeoc/newsroom/release/11-18-09.cfm,,,,,Description field shows type of discrimination that EEOC had alleged.,2009-01-01
"st. john medical center, inc.",ascension health,30458,0,30458,2012,2012-06-28,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1655547,,,Oklahoma,Tulsa,,74104,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2012-01-01
st. john's mercy health system d/b/a st. john's mercy medical center,mercy (sisters of mercy health system),40000,0,40000,2006,2006-11-13,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,14-CA-28177-001,,,Missouri,St. Louis,,63141,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2006-01-01
st. john's mercy hospital,mercy (sisters of mercy health system),365000,0,365000,2012,2012-02-07,False Claims Act,,"Fourteen hospitals located in New York, Mississippi, North Carolina, Washington, Indiana, Missouri and Florida agreed to pay the United States a total of more than $12 million to settle allegations that the health care facilities submitted false claims to Medicare relating to lyphplasty services.",federal,agency action,Justice Department Civil Division,,civil,,,,,Missouri,Creve Coeur,,,,,USA,Missouri,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/fourteen-hospitals-pay-us-more-12-million-resolve-false-claims-act-allegations-related,screenshot_193928.png,,,,,2012-01-01
st. john's mercy medical center,mercy (sisters of mercy health system),71202,0,71202,2006,2006-02-27,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,14-CA-27446-001,,,Missouri,St. Louis,,63141,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2006-01-01
st. john's regional health center,mercy (sisters of mercy health system),20000,0,20000,2002,2002-02-05,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,17-CA-21196-001,,,Missouri,Springfield,,65804,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2002-01-01
st. john's regional health center,mercy (sisters of mercy health system),6692,0,6692,2007,2007-04-28,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1458220,,,Missouri,Springfield,,65804,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2007-01-01
st. john's regional medical center,mercy (sisters of mercy health system),8986,0,8986,2002,2002-02-08,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,17-CA-21448-001,,,Missouri,Joplin,,64804,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2002-01-01
st. joseph health system,saint joseph health,2700000,0,2700000,2015,2015-10-30,False Claims Act,,The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.,federal,agency action,Justice Department Civil Division,,civil,,,,,California,,,,,,USA,California,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations,screenshot_193631.png,,,,,2015-01-01
"st. peter's health care services, inc.",trinity health,21998,0,21998,2009,2009-07-31,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1542011,,,New York,Albany,,12205,621610.0,621610: Home Health Care Services,USA,Michigan,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2009-01-01
st. rose dominican hospital,dignity health,6000,0,6000,2010,2010-10-18,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,28-CA-23211-001,,,Nevada,Henderson,,89052,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,hospitals,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2010-01-01
memorial hermann health system,memorial hermann health system,7605,0,7605,2017,2017-02-21,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,342117611,,,Texas,HOUSTON,925 GESSNERSUITE 2564,77024,622110.0,622110: General Medical and Surgical Hospitals,USA,Texas,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1211761.015,,2017-01-01
